CDS;ERR2036629;ERR2036630;ERR2036631;ERR2036632;ERR2036633
CMHJGECF_02561;0;0;0;0;0
CMHJGECF_02562;0;0;0;0;0
CMHJGECF_02563;0;0;0;0;0
CMHJGECF_02564;0;0;0;0;0
CMHJGECF_02565;28;14;246;280;29
CMHJGECF_02566;0;0;0;1;0
CMHJGECF_02567;0;0;0;0;0
CMHJGECF_02568;0;0;0;0;0
CMHJGECF_02569;0;0;0;0;0
CMHJGECF_02570;0;0;0;0;0
CMHJGECF_02571;0;0;0;0;0
CMHJGECF_02572;0;0;0;0;0
CMHJGECF_02573;1;2;22;15;0
CMHJGECF_02574;2;5;22;16;2
CMHJGECF_02575;14;7;58;88;10
CMHJGECF_02576;59;39;599;548;57
CMHJGECF_02577;8;12;94;100;23
CMHJGECF_02578;329;227;1875;1606;299
CMHJGECF_02579;452;397;2896;3084;553
CMHJGECF_02580;69;55;671;606;86
CMHJGECF_02581;87;74;419;405;65
CMHJGECF_02582;19;16;118;82;17
CMHJGECF_02583;28;15;160;151;31
CMHJGECF_02584;0;0;0;0;0
CMHJGECF_02585;0;0;0;0;0
CMHJGECF_02586;158;105;1083;857;162
CMHJGECF_02587;0;0;0;0;0
CMHJGECF_02588;0;0;0;0;0
CMHJGECF_02589;0;0;0;0;0
CMHJGECF_02590;0;0;1;0;0
CMHJGECF_02591;0;0;0;0;0
CMHJGECF_02592;0;0;0;0;0
CMHJGECF_02593;0;0;0;0;0
CMHJGECF_02594;0;0;0;0;0
CMHJGECF_02595;0;0;0;0;0
CMHJGECF_02596;0;0;0;0;0
CMHJGECF_02597;0;0;0;0;0
CMHJGECF_02598;0;0;0;0;0
CMHJGECF_02599;0;0;0;0;0
CMHJGECF_02600;0;0;0;0;0
